Area_name,STCOU,EDU010197F,EDU010197D,EDU010197N1,EDU010197N2,EDU010198F,EDU010198D,EDU010198N1,EDU010198N2,EDU010199F,EDU010199D,EDU010199N1,EDU010199N2,EDU010200F,EDU010200D,EDU010200N1,EDU010200N2,EDU010201F,EDU010201D,EDU010201N1,EDU010201N2,EDU010202F,EDU010202D,EDU010202N1,EDU010202N2,EDU015203F,EDU015203D,EDU015203N1,EDU015203N2,EDU015204F,EDU015204D,EDU015204N1,EDU015204N2,EDU015205F,EDU015205D,EDU015205N1,EDU015205N2,EDU015206F,EDU015206D,EDU015206N1,EDU015206N2
"Delaware, IN",18035,0,17970,0000,0000,0,17970,0000,0000,0,17719,0000,0000,0,17751,0000,0000,0,17663,0000,0000,0,17758,0000,0000,0,17371,0000,0000,0,17156,0000,0000,0,16999,0000,0000,0,17055,0000,0000
"Dubois, IN",18037,0,7214,0000,0000,0,7214,0000,0000,0,7458,0000,0000,0,7336,0000,0000,0,7400,0000,0000,0,7418,0000,0000,0,7514,0000,0000,0,7415,0000,0000,0,7502,0000,0000,0,7491,0000,0000
"Elkhart, IN",18039,0,31049,0000,0000,0,31049,0000,0000,0,31981,0000,0000,0,32504,0000,0000,0,32751,0000,0000,0,32948,0000,0000,0,33953,0000,0000,0,34655,0000,0000,0,35405,0000,0000,0,36118,0000,0000
"Fayette, IN",18041,0,4423,0000,0000,0,4423,0000,0000,0,4553,0000,0000,0,4317,0000,0000,0,4239,0000,0000,0,4190,0000,0000,0,3935,0000,0000,0,3946,0000,0000,0,4231,0000,0000,0,4187,0000,0000
"Floyd, IN",18043,0,11503,0000,0000,0,11503,0000,0000,0,11544,0000,0000,0,11428,0000,0000,0,11115,0000,0000,0,11095,0000,0000,0,11377,0000,0000,0,11625,0000,0000,0,11946,0000,0000,0,12239,0000,0000
"Fountain, IN",18045,0,3363,0000,0000,0,3363,0000,0000,0,3409,0000,0000,0,3373,0000,0000,0,3287,0000,0000,0,3244,0000,0000,0,3244,0000,0000,0,3249,0000,0000,0,3268,0000,0000,0,3306,0000,0000
"Franklin, IN",18047,0,2825,0000,0000,0,2825,0000,0000,0,2976,0000,0000,0,2992,0000,0000,0,3014,0000,0000,0,2998,0000,0000,0,3048,0000,0000,0,3108,0000,0000,0,3117,0000,0000,0,5050,0000,0000
"Fulton, IN",18049,0,2808,0000,0000,0,2808,0000,0000,0,2848,0000,0000,0,2882,0000,0000,0,2827,0000,0000,0,2840,0000,0000,0,2834,0000,0000,0,2816,0000,0000,0,2780,0000,0000,0,2772,0000,0000
"Gibson, IN",18051,0,5446,0000,0000,0,5446,0000,0000,0,5291,0000,0000,0,5083,0000,0000,0,5052,0000,0000,0,5218,0000,0000,0,4979,0000,0000,0,5016,0000,0000,0,5069,0000,0000,0,5083,0000,0000
"Grant, IN",18053,0,11911,0000,0000,0,11911,0000,0000,0,11759,0000,0000,0,11637,0000,0000,0,11358,0000,0000,0,11404,0000,0000,0,11265,0000,0000,0,10894,0000,0000,0,10942,0000,0000,0,12345,0000,0000
"Greene, IN",18055,0,5995,0000,0000,0,5995,0000,0000,0,5934,0000,0000,0,5896,0000,0000,0,5828,0000,0000,0,5775,0000,0000,0,5732,0000,0000,0,5779,0000,0000,0,5734,0000,0000,0,5692,0000,0000
"Hamilton, IN",18057,0,28223,0000,0000,0,28223,0000,0000,0,31058,0000,0000,0,32769,0000,0000,0,34498,0000,0000,0,36490,0000,0000,0,40534,0000,0000,0,42945,0000,0000,0,45187,0000,0000,0,47424,0000,0000
"Hancock, IN",18059,0,9808,0000,0000,0,9808,0000,0000,0,9966,0000,0000,0,10133,0000,0000,0,10233,0000,0000,0,10498,0000,0000,0,11235,0000,0000,0,11776,0000,0000,0,12246,0000,0000,0,12677,0000,0000
"Harrison, IN",18061,0,6173,0000,0000,0,6173,0000,0000,0,6162,0000,0000,0,6092,0000,0000,0,6045,0000,0000,0,6097,0000,0000,0,6112,0000,0000,0,6142,0000,0000,0,6209,0000,0000,0,6139,0000,0000
"Hendricks, IN",18063,0,16619,0000,0000,0,16619,0000,0000,0,17860,0000,0000,0,18417,0000,0000,0,19194,0000,0000,0,19927,0000,0000,0,21767,0000,0000,0,22769,0000,0000,0,23998,0000,0000,0,25047,0000,0000
"Henry, IN",18065,0,8713,0000,0000,0,8713,0000,0000,0,8629,0000,0000,0,8500,0000,0000,0,8457,0000,0000,0,8547,0000,0000,0,8337,0000,0000,0,8233,0000,0000,0,8506,0000,0000,0,8403,0000,0000
"Howard, IN",18067,0,14288,0000,0000,0,14288,0000,0000,0,13991,0000,0000,0,14023,0000,0000,0,14111,0000,0000,0,14167,0000,0000,0,13849,0000,0000,0,13973,0000,0000,0,14041,0000,0000,0,14033,0000,0000
"Huntington, IN",18069,0,6818,0000,0000,0,6818,0000,0000,0,6711,0000,0000,0,6548,0000,0000,0,6523,0000,0000,0,6505,0000,0000,0,6337,0000,0000,0,6345,0000,0000,0,6378,0000,0000,0,6232,0000,0000
"Jackson, IN",18071,0,6591,0000,0000,0,6591,0000,0000,0,6566,0000,0000,0,6585,0000,0000,0,6376,0000,0000,0,6391,0000,0000,0,6439,0000,0000,0,6460,0000,0000,0,6620,0000,0000,0,6695,0000,0000
"Jasper, IN",18073,0,4874,0000,0000,0,4874,0000,0000,0,4914,0000,0000,0,4910,0000,0000,0,4946,0000,0000,0,4991,0000,0000,0,5007,0000,0000,0,5026,0000,0000,0,5234,0000,0000,0,5352,0000,0000
"Jay, IN",18075,0,4021,0000,0000,0,4021,0000,0000,0,3981,0000,0000,0,3937,0000,0000,0,3927,0000,0000,0,3868,0000,0000,0,3888,0000,0000,0,3866,0000,0000,0,3850,0000,0000,0,3879,0000,0000
"Jefferson, IN",18077,0,4969,0000,0000,0,4969,0000,0000,0,4936,0000,0000,0,5176,0000,0000,0,4982,0000,0000,0,4977,0000,0000,0,4966,0000,0000,0,4920,0000,0000,0,4845,0000,0000,0,4916,0000,0000
"Jennings, IN",18079,0,4736,0000,0000,0,4736,0000,0000,0,4827,0000,0000,0,4921,0000,0000,0,5121,0000,0000,0,5157,0000,0000,0,5315,0000,0000,0,5240,0000,0000,0,5297,0000,0000,0,5289,0000,0000
"Johnson, IN",18081,0,19132,0000,0000,0,19132,0000,0000,0,19952,0000,0000,0,20432,0000,0000,0,20838,0000,0000,0,21472,0000,0000,0,21939,0000,0000,0,22454,0000,0000,0,23255,0000,0000,0,24048,0000,0000
"Knox, IN",18083,0,6334,0000,0000,0,6334,0000,0000,0,6166,0000,0000,0,6084,0000,0000,0,5949,0000,0000,0,5800,0000,0000,0,5625,0000,0000,0,5563,0000,0000,0,5506,0000,0000,0,5413,0000,0000
"Kosciusko, IN",18085,0,14429,0000,0000,0,14429,0000,0000,0,14182,0000,0000,0,14118,0000,0000,0,14073,0000,0000,0,14036,0000,0000,0,14030,0000,0000,0,14206,0000,0000,0,14384,0000,0000,0,14620,0000,0000
"LaGrange, IN",18087,0,6387,0000,0000,0,6387,0000,0000,0,6415,0000,0000,0,6380,0000,0000,0,6378,0000,0000,0,6375,0000,0000,0,6261,0000,0000,0,6196,0000,0000,0,6233,0000,0000,0,6264,0000,0000
"Lake, IN",18089,0,85948,0000,0000,0,85948,0000,0000,0,84212,0000,0000,0,83385,0000,0000,0,82294,0000,0000,0,82077,0000,0000,0,84432,0000,0000,0,85084,0000,0000,0,87258,0000,0000,0,87794,0000,0000
"LaPorte, IN",18091,0,18220,0000,0000,0,18220,0000,0000,0,18047,0000,0000,0,17965,0000,0000,0,17865,0000,0000,0,17830,0000,0000,0,17466,0000,0000,0,17975,0000,0000,0,18026,0000,0000,0,18544,0000,0000
"Lawrence, IN",18093,0,7587,0000,0000,0,7587,0000,0000,0,7514,0000,0000,0,7472,0000,0000,0,7395,0000,0000,0,7473,0000,0000,0,7506,0000,0000,0,7633,0000,0000,0,7472,0000,0000,0,7502,0000,0000
"Madison, IN",18095,0,20659,0000,0000,0,20659,0000,0000,0,20365,0000,0000,0,20112,0000,0000,0,20100,0000,0000,0,19857,0000,0000,0,19791,0000,0000,0,19938,0000,0000,0,19835,0000,0000,0,20080,0000,0000
"Marion, IN",18097,0,125322,0000,0000,0,125322,0000,0000,0,126110,0000,0000,0,126860,0000,0000,0,128869,0000,0000,0,131362,0000,0000,0,135550,0000,0000,0,137474,0000,0000,0,138240,0000,0000,0,139947,0000,0000
"Marshall, IN",18099,0,7937,0000,0000,0,7937,0000,0000,0,7975,0000,0000,0,7885,0000,0000,0,7861,0000,0000,0,7780,0000,0000,0,7773,0000,0000,0,7873,0000,0000,0,7886,0000,0000,0,7899,0000,0000
"Martin, IN",18101,0,1937,0000,0000,0,1937,0000,0000,0,1919,0000,0000,0,1847,0000,0000,0,1858,0000,0000,0,1826,0000,0000,0,1863,0000,0000,0,1829,0000,0000,0,1791,0000,0000,0,1751,0000,0000
"Miami, IN",18103,0,7790,0000,0000,0,7790,0000,0000,0,7661,0000,0000,0,7659,0000,0000,0,7573,0000,0000,0,7589,0000,0000,0,7433,0000,0000,0,7383,0000,0000,0,7393,0000,0000,0,5876,0000,0000
"Monroe, IN",18105,0,13342,0000,0000,0,13342,0000,0000,0,13303,0000,0000,0,13300,0000,0000,0,13275,0000,0000,0,13332,0000,0000,0,13449,0000,0000,0,13495,0000,0000,0,13717,0000,0000,0,13869,0000,0000
"Montgomery, IN",18107,0,6593,0000,0000,0,6593,0000,0000,0,6638,0000,0000,0,6737,0000,0000,0,6698,0000,0000,0,6519,0000,0000,0,6533,0000,0000,0,6567,0000,0000,0,6748,0000,0000,0,6611,0000,0000
"Morgan, IN",18109,0,11303,0000,0000,0,11303,0000,0000,0,11436,0000,0000,0,11375,0000,0000,0,11288,0000,0000,0,11492,0000,0000,0,11557,0000,0000,0,11791,0000,0000,0,11928,0000,0000,0,12065,0000,0000
"Newton, IN",18111,0,2881,0000,0000,0,2881,0000,0000,0,2917,0000,0000,0,2897,0000,0000,0,2822,0000,0000,0,2808,0000,0000,0,2648,0000,0000,0,2648,0000,0000,0,2601,0000,0000,0,2545,0000,0000
"Noble, IN",18113,0,7812,0000,0000,0,7812,0000,0000,0,7893,0000,0000,0,7952,0000,0000,0,7955,0000,0000,0,7806,0000,0000,0,7789,0000,0000,0,7863,0000,0000,0,7874,0000,0000,0,7945,0000,0000
"Ohio, IN",18115,0,1023,0000,0000,0,1023,0000,0000,0,1016,0000,0000,0,1050,0000,0000,0,1027,0000,0000,0,982,0000,0000,0,975,0000,0000,0,980,0000,0000,0,980,0000,0000,0,953,0000,0000
"Orange, IN",18117,0,3462,0000,0000,0,3462,0000,0000,0,3421,0000,0000,0,3377,0000,0000,0,3449,0000,0000,0,3481,0000,0000,0,3501,0000,0000,0,3472,0000,0000,0,3461,0000,0000,0,3470,0000,0000
"Owen, IN",18119,0,3222,0000,0000,0,3222,0000,0000,0,3139,0000,0000,0,3112,0000,0000,0,3174,0000,0000,0,3216,0000,0000,0,3140,0000,0000,0,3116,0000,0000,0,3108,0000,0000,0,3121,0000,0000
"Parke, IN",18121,0,2693,0000,0000,0,2693,0000,0000,0,2768,0000,0000,0,2705,0000,0000,0,2675,0000,0000,0,2655,0000,0000,0,2574,0000,0000,0,2515,0000,0000,0,2502,0000,0000,0,2498,0000,0000
"Perry, IN",18123,0,3471,0000,0000,0,3471,0000,0000,0,3365,0000,0000,0,3235,0000,0000,0,3135,0000,0000,0,3169,0000,0000,0,3152,0000,0000,0,3096,0000,0000,0,3079,0000,0000,0,3036,0000,0000
"Pike, IN",18125,0,2181,0000,0000,0,2181,0000,0000,0,2233,0000,0000,0,2204,0000,0000,0,2202,0000,0000,0,2181,0000,0000,0,2144,0000,0000,0,2084,0000,0000,0,2111,0000,0000,0,2106,0000,0000
"Porter, IN",18127,0,25668,0000,0000,0,25668,0000,0000,0,25926,0000,0000,0,25828,0000,0000,0,25580,0000,0000,0,25800,0000,0000,0,25682,0000,0000,0,26143,0000,0000,0,26796,0000,0000,0,27159,0000,0000
"Posey, IN",18129,0,4858,0000,0000,0,4858,0000,0000,0,4719,0000,0000,0,4771,0000,0000,0,4708,0000,0000,0,4664,0000,0000,0,4428,0000,0000,0,4396,0000,0000,0,4284,0000,0000,0,4210,0000,0000
"Pulaski, IN",18131,0,2677,0000,0000,0,2677,0000,0000,0,2588,0000,0000,0,2581,0000,0000,0,2538,0000,0000,0,2436,0000,0000,0,2342,0000,0000,0,2309,0000,0000,0,2291,0000,0000,0,2299,0000,0000
"Putnam, IN",18133,0,6762,0000,0000,0,6762,0000,0000,0,6711,0000,0000,0,6764,0000,0000,0,6823,0000,0000,0,6856,0000,0000,0,6772,0000,0000,0,6704,0000,0000,0,6772,0000,0000,0,6788,0000,0000
"Randolph, IN",18135,0,5106,0000,0000,0,5106,0000,0000,0,4952,0000,0000,0,4939,0000,0000,0,4794,0000,0000,0,4794,0000,0000,0,4770,0000,0000,0,4779,0000,0000,0,4898,0000,0000,0,4835,0000,0000
"Ripley, IN",18137,0,5263,0000,0000,0,5263,0000,0000,0,5437,0000,0000,0,5475,0000,0000,0,5411,0000,0000,0,5572,0000,0000,0,5721,0000,0000,0,5478,0000,0000,0,5518,0000,0000,0,3583,0000,0000
"Rush, IN",18139,0,2909,0000,0000,0,2909,0000,0000,0,2744,0000,0000,0,2709,0000,0000,0,2668,0000,0000,0,2646,0000,0000,0,2703,0000,0000,0,2651,0000,0000,0,2650,0000,0000,0,2656,0000,0000
"St. Joseph, IN",18141,0,38990,0000,0000,0,38990,0000,0000,0,39207,0000,0000,0,39500,0000,0000,0,39649,0000,0000,0,39745,0000,0000,0,40627,0000,0000,0,40631,0000,0000,0,41279,0000,0000,0,41381,0000,0000
"Scott, IN",18143,0,4113,0000,0000,0,4113,0000,0000,0,4096,0000,0000,0,4106,0000,0000,0,4102,0000,0000,0,4138,0000,0000,0,4260,0000,0000,0,4378,0000,0000,0,4356,0000,0000,0,4377,0000,0000
"Shelby, IN",18145,0,7815,0000,0000,0,7815,0000,0000,0,7849,0000,0000,0,7865,0000,0000,0,7859,0000,0000,0,7813,0000,0000,0,7688,0000,0000,0,7642,0000,0000,0,7688,0000,0000,0,7822,0000,0000
"Spencer, IN",18147,0,3873,0000,0000,0,3873,0000,0000,0,3929,0000,0000,0,3904,0000,0000,0,3856,0000,0000,0,3847,0000,0000,0,3795,0000,0000,0,3706,0000,0000,0,3652,0000,0000,0,3732,0000,0000
"Starke, IN",18149,0,4566,0000,0000,0,4566,0000,0000,0,4463,0000,0000,0,4474,0000,0000,0,4406,0000,0000,0,4406,0000,0000,0,4227,0000,0000,0,4186,0000,0000,0,4179,0000,0000,0,4219,0000,0000
"Steuben, IN",18151,0,4909,0000,0000,0,4909,0000,0000,0,5053,0000,0000,0,5003,0000,0000,0,5002,0000,0000,0,5055,0000,0000,0,4964,0000,0000,0,4880,0000,0000,0,4824,0000,0000,0,4225,0000,0000
"Sullivan, IN",18153,0,3619,0000,0000,0,3619,0000,0000,0,3642,0000,0000,0,3562,0000,0000,0,3559,0000,0000,0,3525,0000,0000,0,3452,0000,0000,0,3442,0000,0000,0,3374,0000,0000,0,3434,0000,0000
"Switzerland, IN",18155,0,1622,0000,0000,0,1622,0000,0000,0,1652,0000,0000,0,1661,0000,0000,0,1639,0000,0000,0,1613,0000,0000,0,1563,0000,0000,0,1640,0000,0000,0,1584,0000,0000,0,1592,0000,0000
"Tippecanoe, IN",18157,0,18419,0000,0000,0,18419,0000,0000,0,18754,0000,0000,0,18809,0000,0000,0,18992,0000,0000,0,19150,0000,0000,0,19612,0000,0000,0,19756,0000,0000,0,20095,0000,0000,0,20763,0000,0000
"Tipton, IN",18159,0,2938,0000,0000,0,2938,0000,0000,0,2948,0000,0000,0,2923,0000,0000,0,2900,0000,0000,0,2916,0000,0000,0,2877,0000,0000,0,2880,0000,0000,0,2917,0000,0000,0,2892,0000,0000
"Union, IN",18161,0,1593,0000,0000,0,1593,0000,0000,0,1572,0000,0000,0,1552,0000,0000,0,1609,0000,0000,0,1641,0000,0000,0,1610,0000,0000,0,1698,0000,0000,0,1673,0000,0000,0,1651,0000,0000
"Vanderburgh, IN",18163,0,23763,0000,0000,0,23763,0000,0000,0,23328,0000,0000,0,23022,0000,0000,0,22875,0000,0000,0,22936,0000,0000,0,22645,0000,0000,0,22608,0000,0000,0,22609,0000,0000,0,22694,0000,0000
"Vermillion, IN",18165,0,3000,0000,0000,0,3000,0000,0000,0,2941,0000,0000,0,2889,0000,0000,0,2795,0000,0000,0,2762,0000,0000,0,2809,0000,0000,0,2896,0000,0000,0,2885,0000,0000,0,2841,0000,0000
"Vigo, IN",18167,0,16913,0000,0000,0,16913,0000,0000,0,16867,0000,0000,0,16747,0000,0000,0,16545,0000,0000,0,16474,0000,0000,0,16377,0000,0000,0,16355,0000,0000,0,16420,0000,0000,0,16431,0000,0000
"Wabash, IN",18169,0,6439,0000,0000,0,6439,0000,0000,0,6192,0000,0000,0,6111,0000,0000,0,6011,0000,0000,0,5879,0000,0000,0,5715,0000,0000,0,5637,0000,0000,0,5728,0000,0000,0,5618,0000,0000
"Warren, IN",18171,0,1339,0000,0000,0,1339,0000,0000,0,1359,0000,0000,0,1337,0000,0000,0,1369,0000,0000,0,1323,0000,0000,0,1375,0000,0000,0,1380,0000,0000,0,1363,0000,0000,0,1331,0000,0000
"Warrick, IN",18173,0,9001,0000,0000,0,9001,0000,0000,0,9110,0000,0000,0,9037,0000,0000,0,8981,0000,0000,0,9031,0000,0000,0,9269,0000,0000,0,9268,0000,0000,0,9354,0000,0000,0,9590,0000,0000
"Washington, IN",18175,0,4741,0000,0000,0,4741,0000,0000,0,4789,0000,0000,0,4825,0000,0000,0,4772,0000,0000,0,4821,0000,0000,0,4913,0000,0000,0,4928,0000,0000,0,4930,0000,0000,0,4873,0000,0000
"Wayne, IN",18177,0,12217,0000,0000,0,12217,0000,0000,0,11831,0000,0000,0,11744,0000,0000,0,11519,0000,0000,0,11547,0000,0000,0,11152,0000,0000,0,11204,0000,0000,0,11114,0000,0000,0,11176,0000,0000
"Wells, IN",18179,0,5318,0000,0000,0,5318,0000,0000,0,5285,0000,0000,0,5174,0000,0000,0,5167,0000,0000,0,5144,0000,0000,0,4978,0000,0000,0,4962,0000,0000,0,4913,0000,0000,0,4885,0000,0000
"White, IN",18181,0,5568,0000,0000,0,5568,0000,0000,0,5616,0000,0000,0,5585,0000,0000,0,5595,0000,0000,0,5547,0000,0000,0,5346,0000,0000,0,5286,0000,0000,0,5307,0000,0000,0,5290,0000,0000
"Whitley, IN",18183,0,5052,0000,0000,0,5052,0000,0000,0,5016,0000,0000,0,5057,0000,0000,0,5056,0000,0000,0,5112,0000,0000,0,5011,0000,0000,0,4960,0000,0000,0,4966,0000,0000,0,4963,0000,0000
IOWA,19000,0,504548,0000,0000,0,502455,0000,0000,0,499819,0000,0000,0,498819,0000,0000,0,495080,0000,0000,0,485932,0000,0000,0,481226,0000,0000,0,478319,0000,0000,0,483482,0000,0000,0,483122,0000,0000
"Adair, IA",19001,0,1282,0000,0000,0,1274,0000,0000,0,1232,0000,0000,0,1120,0000,0000,0,1194,0000,0000,0,1186,0000,0000,0,1162,0000,0000,0,1123,0000,0000,0,1003,0000,0000,0,995,0000,0000
"Adams, IA",19003,0,748,0000,0000,0,753,0000,0000,0,735,0000,0000,0,748,0000,0000,0,710,0000,0000,0,697,0000,0000,0,691,0000,0000,0,613,0000,0000,0,601,0000,0000,0,579,0000,0000
"Allamakee, IA",19005,0,2773,0000,0000,0,2782,0000,0000,0,2758,0000,0000,0,2657,0000,0000,0,2597,0000,0000,0,2621,0000,0000,0,2538,0000,0000,0,2480,0000,0000,0,2426,0000,0000,0,2382,0000,0000
"Appanoose, IA",19007,0,2516,0000,0000,0,2463,0000,0000,0,2399,0000,0000,0,2377,0000,0000,0,2361,0000,0000,0,2286,0000,0000,0,2240,0000,0000,0,2197,0000,0000,0,2170,0000,0000,0,2124,0000,0000
"Audubon, IA",19009,0,1209,0000,0000,0,1177,0000,0000,0,1150,0000,0000,0,1146,0000,0000,0,1148,0000,0000,0,1126,0000,0000,0,1054,0000,0000,0,993,0000,0000,0,968,0000,0000,0,947,0000,0000
"Benton, IA",19011,0,4369,0000,0000,0,4331,0000,0000,0,4384,0000,0000,0,4309,0000,0000,0,4294,0000,0000,0,4191,0000,0000,0,4055,0000,0000,0,4063,0000,0000,0,4049,0000,0000,0,3988,0000,0000
"Black Hawk, IA",19013,0,18870,0000,0000,0,18927,0000,0000,0,18566,0000,0000,0,18283,0000,0000,0,17644,0000,0000,0,17309,0000,0000,0,17363,0000,0000,0,17416,0000,0000,0,17825,0000,0000,0,17626,0000,0000
"Boone, IA",19015,0,4228,0000,0000,0,4149,0000,0000,0,4164,0000,0000,0,4186,0000,0000,0,4212,0000,0000,0,4192,0000,0000,0,4158,0000,0000,0,4148,0000,0000,0,3976,0000,0000,0,3897,0000,0000
"Bremer, IA",19017,0,5724,0000,0000,0,5324,0000,0000,0,5317,0000,0000,0,5180,0000,0000,0,5064,0000,0000,0,4814,0000,0000,0,4887,0000,0000,0,4689,0000,0000,0,4726,0000,0000,0,4714,0000,0000
"Buchanan, IA",19019,0,3423,0000,0000,0,3378,0000,0000,0,3388,0000,0000,0,3293,0000,0000,0,3139,0000,0000,0,2981,0000,0000,0,2877,0000,0000,0,2840,0000,0000,0,2922,0000,0000,0,2841,0000,0000
"Buena Vista, IA",19021,0,3860,0000,0000,0,3913,0000,0000,0,3900,0000,0000,0,3967,0000,0000,0,3848,0000,0000,0,3694,0000,0000,0,3829,0000,0000,0,3699,0000,0000,0,3774,0000,0000,0,3750,0000,0000
"Butler, IA",19023,0,2253,0000,0000,0,2173,0000,0000,0,2147,0000,0000,0,2132,0000,0000,0,2133,0000,0000,0,1997,0000,0000,0,1868,0000,0000,0,1843,0000,0000,0,1790,0000,0000,0,1819,0000,0000
"Calhoun, IA",19025,0,2630,0000,0000,0,2590,0000,0000,0,2545,0000,0000,0,2557,0000,0000,0,2443,0000,0000,0,2284,0000,0000,0,2128,0000,0000,0,2111,0000,0000,0,2030,0000,0000,0,1988,0000,0000
"Carroll, IA",19027,0,3411,0000,0000,0,3380,0000,0000,0,3447,0000,0000,0,3365,0000,0000,0,3379,0000,0000,0,3276,0000,0000,0,3209,0000,0000,0,3197,0000,0000,0,3236,0000,0000,0,3125,0000,0000
"Cass, IA",19029,0,3191,0000,0000,0,3125,0000,0000,0,3061,0000,0000,0,2994,0000,0000,0,2929,0000,0000,0,2807,0000,0000,0,2668,0000,0000,0,2620,0000,0000,0,2655,0000,0000,0,2592,0000,0000
"Cedar, IA",19031,0,3749,0000,0000,0,3737,0000,0000,0,3647,0000,0000,0,3693,0000,0000,0,3689,0000,0000,0,3599,0000,0000,0,3495,0000,0000,0,3421,0000,0000,0,3407,0000,0000,0,3413,0000,0000
"Cerro Gordo, IA",19033,0,7461,0000,0000,0,7350,0000,0000,0,7243,0000,0000,0,7052,0000,0000,0,6975,0000,0000,0,6926,0000,0000,0,6644,0000,0000,0,6502,0000,0000,0,6389,0000,0000,0,6330,0000,0000
"Cherokee, IA",19035,0,2404,0000,0000,0,2366,0000,0000,0,2372,0000,0000,0,2308,0000,0000,0,2165,0000,0000,0,2114,0000,0000,0,2035,0000,0000,0,1977,0000,0000,0,1910,0000,0000,0,1818,0000,0000
"Chickasaw, IA",19037,0,2451,0000,0000,0,2730,0000,0000,0,2678,0000,0000,0,2630,0000,0000,0,2550,0000,0000,0,2460,0000,0000,0,2341,0000,0000,0,2287,0000,0000,0,2202,0000,0000,0,2222,0000,0000
"Clarke, IA",19039,0,1832,0000,0000,0,1815,0000,0000,0,1875,0000,0000,0,1887,0000,0000,0,1884,0000,0000,0,1790,0000,0000,0,1764,0000,0000,0,1739,0000,0000,0,1721,0000,0000,0,1608,0000,0000
"Clay, IA",19041,0,3038,0000,0000,0,3012,0000,0000,0,2963,0000,0000,0,2879,0000,0000,0,2853,0000,0000,0,2720,0000,0000,0,2668,0000,0000,0,2593,0000,0000,0,2564,0000,0000,0,2548,0000,0000
"Clayton, IA",19043,0,3739,0000,0000,0,3717,0000,0000,0,3604,0000,0000,0,3536,0000,0000,0,3411,0000,0000,0,3229,0000,0000,0,3083,0000,0000,0,2183,0000,0000,0,2195,0000,0000,0,2769,0000,0000
"Clinton, IA",19045,0,9014,0000,0000,0,8965,0000,0000,0,8881,0000,0000,0,8779,0000,0000,0,8656,0000,0000,0,8469,0000,0000,0,8355,0000,0000,0,8230,0000,0000,0,8275,0000,0000,0,8188,0000,0000
"Crawford, IA",19047,0,2641,0000,0000,0,2709,0000,0000,0,2643,0000,0000,0,2659,0000,0000,0,2693,0000,0000,0,2650,0000,0000,0,2726,0000,0000,0,3337,0000,0000,0,3272,0000,0000,0,3252,0000,0000
"Dallas, IA",19049,0,7825,0000,0000,0,8112,0000,0000,0,8134,0000,0000,0,8420,0000,0000,0,8719,0000,0000,0,8758,0000,0000,0,9596,0000,0000,0,10331,0000,0000,0,10992,0000,0000,0,11456,0000,0000
"Davis, IA",19051,0,1329,0000,0000,0,1274,0000,0000,0,1241,0000,0000,0,1221,0000,0000,0,1308,0000,0000,0,1234,0000,0000,0,1271,0000,0000,0,1223,0000,0000,0,1217,0000,0000,0,1230,0000,0000
"Decatur, IA",19053,0,1400,0000,0000,0,1432,0000,0000,0,1470,0000,0000,0,1602,0000,0000,0,1482,0000,0000,0,1444,0000,0000,0,1400,0000,0000,0,1056,0000,0000,0,1090,0000,0000,0,1081,0000,0000
"Delaware, IA",19055,0,3820,0000,0000,0,3800,0000,0000,0,3686,0000,0000,0,3605,0000,0000,0,3561,0000,0000,0,3500,0000,0000,0,3224,0000,0000,0,3092,0000,0000,0,3164,0000,0000,0,2434,0000,0000
"Des Moines, IA",19057,0,7514,0000,0000,0,7332,0000,0000,0,7133,0000,0000,0,7226,0000,0000,0,6978,0000,0000,0,6864,0000,0000,0,6580,0000,0000,0,6466,0000,0000,0,6494,0000,0000,0,6447,0000,0000
"Dickinson, IA",19059,0,2929,0000,0000,0,2876,0000,0000,0,2882,0000,0000,0,2868,0000,0000,0,2824,0000,0000,0,2699,0000,0000,0,2672,0000,0000,0,2688,0000,0000,0,2699,0000,0000,0,2668,0000,0000
"Dubuque, IA",19061,0,12639,0000,0000,0,12466,0000,0000,0,12350,0000,0000,0,12529,0000,0000,0,12638,0000,0000,0,12366,0000,0000,0,12852,0000,0000,0,13079,0000,0000,0,13425,0000,0000,0,13453,0000,0000
"Emmet, IA",19063,0,2093,0000,0000,0,2043,0000,0000,0,2033,0000,0000,0,1967,0000,0000,0,1952,0000,0000,0,1807,0000,0000,0,1732,0000,0000,0,1723,0000,0000,0,1753,0000,0000,0,1727,0000,0000
"Fayette, IA",19065,0,4431,0000,0000,0,4401,0000,0000,0,4390,0000,0000,0,4430,0000,0000,0,4289,0000,0000,0,4128,0000,0000,0,3930,0000,0000,0,4578,0000,0000,0,4023,0000,0000,0,3946,0000,0000
"Floyd, IA",19067,0,3144,0000,0000,0,3099,0000,0000,0,3035,0000,0000,0,2993,0000,0000,0,2928,0000,0000,0,2851,0000,0000,0,2761,0000,0000,0,2656,0000,0000,0,2677,0000,0000,0,2654,0000,0000
"Franklin, IA",19069,0,2213,0000,0000,0,2053,0000,0000,0,1988,0000,0000,0,1919,0000,0000,0,1869,0000,0000,0,1883,0000,0000,0,1821,0000,0000,0,1801,0000,0000,0,1892,0000,0000,0,1820,0000,0000
"Fremont, IA",19071,0,1661,0000,0000,0,1612,0000,0000,0,1659,0000,0000,0,1634,0000,0000,0,1618,0000,0000,0,1523,0000,0000,0,1485,0000,0000,0,1493,0000,0000,0,1472,0000,0000,0,1485,0000,0000
